scenario	maximum_symptom_onset_time	susceptible_population_proportion	antiviral_coverage_time	antiviral_success_rate	hospital_success_without_antiviral	hospital_success_with_antiviral	hospital_beds_per_person	antiviral_doses_per_person	hospital_stay_duration_min	hospital_stay_duration_max	region	pop_size	deaths	deaths_in_home	deaths_in_hospital	per_capita_deaths	per_capita_deaths_in_home	per_capita_deaths_in_hospital
32	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1330	1329	1	0.4583046175051689	0.45796002756719506	3.4458993797381116E-4
33	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1295	1294	1	0.4462439696760855	0.44589937973811167	3.4458993797381116E-4
33	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	1406	1404	2	0.4590270976167156	0.4583741429970617	6.52954619653934E-4
32	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	1432	1432	0	0.4675155076722168	0.4675155076722168	0.0
35	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	146	141	5	0.3772609819121447	0.3643410852713178	0.012919896640826873
35	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	462	459	3	0.5613608748481167	0.5577156743620899	0.0036452004860267314
35	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1943	1942	1	0.687787610619469	0.6874336283185841	3.5398230088495576E-4
35	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	2012	2011	1	0.6933149552033081	0.6929703652653343	3.4458993797381116E-4
35	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	2193	2193	0	0.7159647404505387	0.7159647404505387	0.0
34	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	155	150	5	0.4005167958656331	0.3875968992248062	0.012919896640826873
34	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	505	503	2	0.6136087484811664	0.6111786148238153	0.002430133657351154
37	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	5	1	4	0.012919896640826873	0.002583979328165375	0.0103359173126615
37	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	30	22	8	0.03645200486026731	0.026731470230862697	0.009720534629404616
37	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	439	438	1	0.15539823008849557	0.1550442477876106	3.5398230088495576E-4
36	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	8	6	2	0.020671834625323	0.015503875968992248	0.00516795865633075
36	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	37	32	5	0.04495747266099635	0.038882138517618466	0.006075334143377886
37	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	515	512	3	0.17746381805651276	0.17643004824259131	0.0010337698139214334
36	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	472	468	4	0.16707964601769912	0.16566371681415928	0.001415929203539823
37	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	578	577	1	0.18870388507998695	0.18837740777015996	3.26477309826967E-4
36	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	550	549	1	0.18952446588559613	0.18917987594762234	3.4458993797381116E-4
36	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	596	595	1	0.19458047665687234	0.19425399934704538	3.26477309826967E-4
38	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	19	16	3	0.04909560723514212	0.041343669250646	0.007751937984496124
38	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	221	217	4	0.26852976913730253	0.26366950182260024	0.004860267314702308
34	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1982	1981	1	0.7015929203539824	0.7012389380530973	3.5398230088495576E-4
38	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1217	1216	1	0.43079646017699114	0.4304424778761062	3.5398230088495576E-4
34	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	2034	2034	0	0.7008959338387319	0.7008959338387319	0.0
34	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	2220	2220	0	0.7247796278158668	0.7247796278158668	0.0
38	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1268	1268	0	0.43694004135079256	0.43694004135079256	0.0
38	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	1371	1370	1	0.4476003917727718	0.44727391446294484	3.26477309826967E-4
41	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	89	84	5	0.22997416020671835	0.21705426356589147	0.012919896640826873
41	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	415	410	5	0.5042527339003645	0.49817739975698666	0.006075334143377886
41	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1886	1886	0	0.6676106194690266	0.6676106194690266	0.0
41	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1956	1955	1	0.6740179186767746	0.6736733287388008	3.4458993797381116E-4
41	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	2120	2120	0	0.6921318968331701	0.6921318968331701	0.0
42	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	8	4	4	0.020671834625323	0.0103359173126615	0.0103359173126615
42	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	34	29	5	0.041312272174969626	0.03523693803159174	0.006075334143377886
42	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	472	471	1	0.16707964601769912	0.16672566371681416	3.5398230088495576E-4
42	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	546	545	1	0.1881461061337009	0.18780151619572708	3.4458993797381116E-4
42	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	604	604	0	0.19719229513548808	0.19719229513548808	0.0
43	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	5	2	3	0.012919896640826873	0.00516795865633075	0.007751937984496124
43	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	29	23	6	0.03523693803159174	0.027946537059538274	0.007290400972053463
43	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	433	431	2	0.15327433628318585	0.15256637168141593	7.079646017699115E-4
43	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	519	516	3	0.178842177808408	0.17780840799448655	0.0010337698139214334
43	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	589	588	1	0.19229513548808358	0.19196865817825662	3.26477309826967E-4
44	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	24	17	7	0.06201550387596899	0.04392764857881137	0.01808785529715762
44	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	219	218	1	0.2660996354799514	0.2648845686512758	0.001215066828675577
44	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1222	1222	0	0.43256637168141593	0.43256637168141593	0.0
44	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1271	1270	1	0.437973811164714	0.4376292212267402	3.4458993797381116E-4
44	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	1372	1372	0	0.44792686908259877	0.44792686908259877	0.0
40	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	104	100	4	0.268733850129199	0.25839793281653745	0.0103359173126615
40	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	439	434	5	0.5334143377885784	0.5273390036452005	0.006075334143377886
47	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	88	82	6	0.22739018087855298	0.21188630490956073	0.015503875968992248
47	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	403	402	1	0.4896719319562576	0.488456865127582	0.001215066828675577
40	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1923	1923	0	0.68070796460177	0.68070796460177	0.0
47	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1896	1896	0	0.6711504424778761	0.6711504424778761	0.0
47	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1952	1952	0	0.6726395589248794	0.6726395589248794	0.0
47	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	2121	2121	0	0.692458374142997	0.692458374142997	0.0
46	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	113	110	3	0.29198966408268734	0.2842377260981912	0.007751937984496124
46	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	438	436	2	0.5321992709599028	0.5297691373025516	0.002430133657351154
46	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1923	1923	0	0.68070796460177	0.68070796460177	0.0
46	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1974	1974	0	0.6802205375603032	0.6802205375603032	0.0
48	60.0	0.25	10.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0	Region_0	387	26	1	25	0.06718346253229975	0.002583979328165375	0.06459948320413436
48	60.0	0.25	10.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0	Region_1	823	74	43	31	0.0899149453219927	0.05224787363304982	0.03766707168894289
46	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	2160	2160	0	0.7051909892262488	0.7051909892262488	0.0
40	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1981	1980	1	0.6826326671261199	0.6822880771881461	3.4458993797381116E-4
39	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	13	7	6	0.03359173126614987	0.01808785529715762	0.015503875968992248
39	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	190	185	5	0.23086269744835966	0.22478736330498178	0.006075334143377886
39	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1190	1190	0	0.42123893805309737	0.42123893805309737	0.0
45	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	16	9	7	0.041343669250646	0.023255813953488372	0.01808785529715762
40	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	2151	2151	0	0.702252693437806	0.702252693437806	0.0
45	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	195	192	3	0.23693803159173754	0.2332928311057108	0.0036452004860267314
39	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1232	1231	1	0.42453480358373535	0.42419021364576154	3.4458993797381116E-4
45	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1200	1200	0	0.4247787610619469	0.4247787610619469	0.0
39	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	1349	1349	0	0.4404178909565785	0.4404178909565785	0.0
45	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1235	1235	0	0.4255685733976568	0.4255685733976568	0.0
